name	within	uri	long	lat	types
Nigeria		http://aims.fao.org/aos/geopolitical.owl#Nigeria			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Niue		http://aims.fao.org/aos/geopolitical.owl#Niue			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Norway		http://aims.fao.org/aos/geopolitical.owl#Norway			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Oceania		http://aims.fao.org/aos/geopolitical.owl#Oceania			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
Oman		http://aims.fao.org/aos/geopolitical.owl#Oman			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Pakistan		http://aims.fao.org/aos/geopolitical.owl#Pakistan			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Palau		http://aims.fao.org/aos/geopolitical.owl#Palau			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Panama		http://aims.fao.org/aos/geopolitical.owl#Panama			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Papua New Guinea		http://aims.fao.org/aos/geopolitical.owl#Papua_New_Guinea			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Paraguay		http://aims.fao.org/aos/geopolitical.owl#Paraguay			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Peru		http://aims.fao.org/aos/geopolitical.owl#Peru			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Philippines		http://aims.fao.org/aos/geopolitical.owl#Philippines__the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Poland		http://aims.fao.org/aos/geopolitical.owl#Poland			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Polynesia		http://aims.fao.org/aos/geopolitical.owl#Polynesia			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
Portugal		http://aims.fao.org/aos/geopolitical.owl#Portugal			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Puerto Rico		http://aims.fao.org/aos/geopolitical.owl#Puerto_Rico			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Qatar		http://aims.fao.org/aos/geopolitical.owl#Qatar			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
South Korea		http://aims.fao.org/aos/geopolitical.owl#Republic_of_Korea__the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Republic of Moldova		http://aims.fao.org/aos/geopolitical.owl#Republic_of_Moldova			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
R&#233;union		http://aims.fao.org/aos/geopolitical.owl#Reunion			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Romania		http://aims.fao.org/aos/geopolitical.owl#Romania			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Russian Federation		http://aims.fao.org/aos/geopolitical.owl#Russian_Federation__the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Rwanda		http://aims.fao.org/aos/geopolitical.owl#Rwanda			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Saint-Martin (French Part)		http://aims.fao.org/aos/geopolitical.owl#Saint-Martin			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Saint Barth&#233;lemy		http://aims.fao.org/aos/geopolitical.owl#Saint_Barthelemy			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Saint Helena, Ascension and Tristan da Cunha		http://aims.fao.org/aos/geopolitical.owl#Saint_Helena			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Saint Kitts and Nevis		http://aims.fao.org/aos/geopolitical.owl#Saint_Kitts_and_Nevis			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Saint Lucia		http://aims.fao.org/aos/geopolitical.owl#Saint_Lucia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Saint Pierre and Miquelon		http://aims.fao.org/aos/geopolitical.owl#Saint_Pierre_and_Miquelon			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Saint Vincent and the Grenadines		http://aims.fao.org/aos/geopolitical.owl#Saint_Vincent_and_the_Grenadines			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Samoa		http://aims.fao.org/aos/geopolitical.owl#Samoa			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
San Marino		http://aims.fao.org/aos/geopolitical.owl#San_Marino			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sao Tome and Principe		http://aims.fao.org/aos/geopolitical.owl#Sao_Tome_and_Principe			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Saudi Arabia		http://aims.fao.org/aos/geopolitical.owl#Saudi_Arabia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Senegal		http://aims.fao.org/aos/geopolitical.owl#Senegal			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Serbia		http://aims.fao.org/aos/geopolitical.owl#Serbia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Serbia and Montenegro		http://aims.fao.org/aos/geopolitical.owl#Serbia_and_Montenegro			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Seychelles		http://aims.fao.org/aos/geopolitical.owl#Seychelles			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sierra Leone		http://aims.fao.org/aos/geopolitical.owl#Sierra_Leone			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Singapore		http://aims.fao.org/aos/geopolitical.owl#Singapore			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sint Maarten (Dutch Part)		http://aims.fao.org/aos/geopolitical.owl#Sint_Maarten			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Slovakia		http://aims.fao.org/aos/geopolitical.owl#Slovakia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Slovenia		http://aims.fao.org/aos/geopolitical.owl#Slovenia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Yugoslavia, Socialist Federal Republic of		http://aims.fao.org/aos/geopolitical.owl#Socialist_Federal_Republic_of_Yugoslavia_the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Solomon Islands		http://aims.fao.org/aos/geopolitical.owl#Solomon_Islands			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Somalia		http://aims.fao.org/aos/geopolitical.owl#Somalia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
South Africa		http://aims.fao.org/aos/geopolitical.owl#South_Africa			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
South America		http://aims.fao.org/aos/geopolitical.owl#South_America			loc;group;area;region;continent;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
South Sudan		http://aims.fao.org/aos/geopolitical.owl#South_Sudan			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Spain		http://aims.fao.org/aos/geopolitical.owl#Spain			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sri Lanka		http://aims.fao.org/aos/geopolitical.owl#Sri_Lanka			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sudan		http://aims.fao.org/aos/geopolitical.owl#Sudan_the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sudan		http://aims.fao.org/aos/geopolitical.owl#Sudan_the_1956			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Suriname		http://aims.fao.org/aos/geopolitical.owl#Suriname			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Swaziland		http://aims.fao.org/aos/geopolitical.owl#Swaziland			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sweden		http://aims.fao.org/aos/geopolitical.owl#Sweden			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Switzerland		http://aims.fao.org/aos/geopolitical.owl#Switzerland			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Syrian Arab Republic		http://aims.fao.org/aos/geopolitical.owl#Syrian_Arab_Republic_the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tajikistan		http://aims.fao.org/aos/geopolitical.owl#Tajikistan			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Thailand		http://aims.fao.org/aos/geopolitical.owl#Thailand			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Yugoslav, former Yugoslav Republic of Macedonia		http://aims.fao.org/aos/geopolitical.owl#The_former_Yugoslav_Republic_of_Macedonia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Timor-Leste		http://aims.fao.org/aos/geopolitical.owl#Timor-Leste			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Togo		http://aims.fao.org/aos/geopolitical.owl#Togo			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tokelau		http://aims.fao.org/aos/geopolitical.owl#Tokelau			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tonga		http://aims.fao.org/aos/geopolitical.owl#Tonga			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Trinidad and Tobago		http://aims.fao.org/aos/geopolitical.owl#Trinidad_and_Tobago			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tunisia		http://aims.fao.org/aos/geopolitical.owl#Tunisia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Turkey		http://aims.fao.org/aos/geopolitical.owl#Turkey			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Turkmenistan		http://aims.fao.org/aos/geopolitical.owl#Turkmenistan			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Turks and Caicos Islands		http://aims.fao.org/aos/geopolitical.owl#Turks_and_Caicos_Islands			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tuvalu		http://aims.fao.org/aos/geopolitical.owl#Tuvalu			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Uganda		http://aims.fao.org/aos/geopolitical.owl#Uganda			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Ukraine		http://aims.fao.org/aos/geopolitical.owl#Ukraine			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Union of Soviet Socialist Republic		http://aims.fao.org/aos/geopolitical.owl#Union_of_Soviet_Socialist_Republic_the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
United Arab Emirates		http://aims.fao.org/aos/geopolitical.owl#United_Arab_Emirates__the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
United Kingdom		http://aims.fao.org/aos/geopolitical.owl#United_Kingdom_of_Great_Britain_and_Northern_Ireland__the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
United Republic of Tanzania		http://aims.fao.org/aos/geopolitical.owl#United_Republic_of_Tanzania__the			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
United States Virgin Islands		http://aims.fao.org/aos/geopolitical.owl#United_States_Virgin_Islands			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
United States of America		http://aims.fao.org/aos/geopolitical.owl#United_States_of_America			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Uruguay		http://aims.fao.org/aos/geopolitical.owl#Uruguay			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Uzbekistan		http://aims.fao.org/aos/geopolitical.owl#Uzbekistan			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Vanuatu		http://aims.fao.org/aos/geopolitical.owl#Vanuatu			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Venezuela (Bolivarian Republic of)		http://aims.fao.org/aos/geopolitical.owl#Venezuela			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Viet Nam		http://aims.fao.org/aos/geopolitical.owl#Viet_Nam			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Wallis and Futuna Islands		http://aims.fao.org/aos/geopolitical.owl#Wallis_and_Futuna_Is			loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Yemen		http://aims.fao.org/aos/geopolitical.owl#Yemen			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Yemen_1990		http://aims.fao.org/aos/geopolitical.owl#Yemen_1990			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Yugoslavia		http://aims.fao.org/aos/geopolitical.owl#Yugoslavia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Zaire		http://aims.fao.org/aos/geopolitical.owl#Zaire			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Zambia		http://aims.fao.org/aos/geopolitical.owl#Zambia			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Zimbabwe		http://aims.fao.org/aos/geopolitical.owl#Zimbabwe			loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
central America		http://aims.fao.org/aos/geopolitical.owl#central_America			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
Central Asia		http://aims.fao.org/aos/geopolitical.owl#central_Asia			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
eastern Africa		http://aims.fao.org/aos/geopolitical.owl#eastern_Africa			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
eastern Asia		http://aims.fao.org/aos/geopolitical.owl#eastern_Asia			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
eastern Europe		http://aims.fao.org/aos/geopolitical.owl#eastern_Europe			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
middle Africa		http://aims.fao.org/aos/geopolitical.owl#middle_Africa			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
northern Africa		http://aims.fao.org/aos/geopolitical.owl#northern_Africa			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
North America		http://aims.fao.org/aos/geopolitical.owl#northern_America			loc;group;area;region;continent;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
northern Europe		http://aims.fao.org/aos/geopolitical.owl#northern_Europe			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
south-eastern Asia		http://aims.fao.org/aos/geopolitical.owl#south-eastern_Asia			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
southern Africa		http://aims.fao.org/aos/geopolitical.owl#southern_Africa			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
southern Asia		http://aims.fao.org/aos/geopolitical.owl#southern_Asia			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
southern Europe		http://aims.fao.org/aos/geopolitical.owl#southern_Europe			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
western Africa		http://aims.fao.org/aos/geopolitical.owl#western_Africa			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
western Asia		http://aims.fao.org/aos/geopolitical.owl#western_Asia			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
western Europe		http://aims.fao.org/aos/geopolitical.owl#western_Europe			loc;group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6
Alabama	United States of America	http://dbpedia.org/resource/Alabama			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Alaska	United States of America	http://dbpedia.org/resource/Alaska			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
American Samoa	United States of America	http://dbpedia.org/resource/American_Samoa			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Arizona	United States of America	http://dbpedia.org/resource/Arizona			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Arkansas	United States of America	http://dbpedia.org/resource/Arkansas			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
California	United States of America	http://dbpedia.org/resource/California			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Colorado	United States of America	http://dbpedia.org/resource/Colorado			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Connecticut	United States of America	http://dbpedia.org/resource/Connecticut			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Delaware	United States of America	http://dbpedia.org/resource/Delaware			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Florida	United States of America	http://dbpedia.org/resource/Florida			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Georgia	United States of America	http://dbpedia.org/resource/Georgia			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Guam	United States of America	http://dbpedia.org/resource/Guam			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Hawaii	United States of America	http://dbpedia.org/resource/Hawaii			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Idaho	United States of America	http://dbpedia.org/resource/Idaho			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Illinois	United States of America	http://dbpedia.org/resource/Illinois			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Indiana	United States of America	http://dbpedia.org/resource/Indiana			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Iowa	United States of America	http://dbpedia.org/resource/Iowa			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Kansas	United States of America	http://dbpedia.org/resource/Kansas			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Kentucky	United States of America	http://dbpedia.org/resource/Kentucky			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Louisiana	United States of America	http://dbpedia.org/resource/Louisiana			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Maine	United States of America	http://dbpedia.org/resource/Maine			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Maryland	United States of America	http://dbpedia.org/resource/Maryland			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Massachusetts	United States of America	http://dbpedia.org/resource/Massachusetts			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Michigan	United States of America	http://dbpedia.org/resource/Michigan			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Minnesota	United States of America	http://dbpedia.org/resource/Minnesota			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Mississippi	United States of America	http://dbpedia.org/resource/Mississipi			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Missouri	United States of America	http://dbpedia.org/resource/Missouri			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Montana	United States of America	http://dbpedia.org/resource/Montana			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Nebraska	United States of America	http://dbpedia.org/resource/Nebraska			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Nevada	United States of America	http://dbpedia.org/resource/Nevada			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
New Hampshire	United States of America	http://dbpedia.org/resource/New_Hampshire			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
New Jersey	United States of America	http://dbpedia.org/resource/New_Jersey			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
New Mexico	United States of America	http://dbpedia.org/resource/New_Mexico			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
New York	United States of America	http://dbpedia.org/resource/New_York			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
North Carolina	United States of America	http://dbpedia.org/resource/North_Carolina			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
North Dakota	United States of America	http://dbpedia.org/resource/North_Dakota			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Northern Mariana Islands	United States of America	http://dbpedia.org/resource/Northern_Mariana_Islands			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Ohio	United States of America	http://dbpedia.org/resource/Ohio			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Oklahoma	United States of America	http://dbpedia.org/resource/Oklahoma			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Oregon	United States of America	http://dbpedia.org/resource/Oregon			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Pennsylvania	United States of America	http://dbpedia.org/resource/Pennsylvania			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Puerto Rico	United States of America	http://dbpedia.org/resource/Puerto_Rico			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Rhode Island	United States of America	http://dbpedia.org/resource/Rhode_Island			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
South Carolina	United States of America	http://dbpedia.org/resource/South_Carolina			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
South Dakota	United States of America	http://dbpedia.org/resource/South_Dakota			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tennessee	United States of America	http://dbpedia.org/resource/Tennessee			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Texas	United States of America	http://dbpedia.org/resource/Texas			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
US Virgin Islands	United States of America	http://dbpedia.org/resource/United_States_Virgin_Islands			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Utah	United States of America	http://dbpedia.org/resource/Utah			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Vermont	United States of America	http://dbpedia.org/resource/Vermont			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Virginia	United States of America	http://dbpedia.org/resource/Virginia			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Wake Island	United States of America	http://dbpedia.org/resource/Wake_Island			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Washington	United States of America	http://dbpedia.org/resource/Washington			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
District of Columbia	United States of America	http://dbpedia.org/resource/Washington,_D.C.			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
West Virginia	United States of America	http://dbpedia.org/resource/West_Virginia			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Wisconsin	United States of America	http://dbpedia.org/resource/Wisconsin			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Wyoming	United States of America	http://dbpedia.org/resource/Wyoming			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Richmond	Virginia	http://vivo.school.edu/individual/1013029227	-77.476	37.5314	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Olathe	Kansas	http://vivo.school.edu/individual/1035662568	-94.8188	38.8843	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Pasadena	California	http://vivo.school.edu/individual/1042241611	-118.1396	34.1606	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fort Worth	Texas	http://vivo.school.edu/individual/1077270824	-97.3463	32.7795	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Burbank	California	http://vivo.school.edu/individual/1084060438	-118.3249	34.189	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Riverside	California	http://vivo.school.edu/individual/1124625818	-117.3932	33.9381	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Norfolk	Virginia	http://vivo.school.edu/individual/1220574291	-76.2446	36.923	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Birmingham	Alabama	http://vivo.school.edu/individual/1303942692	-86.799	33.5274	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
