name	within	uri	long	lat	types
Shreveport	Louisiana	http://vivo.school.edu/individual/1331233848	-93.7927	32.467	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Boston	Massachusetts	http://vivo.school.edu/individual/1340606941	-71.0202	42.332	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Escondido	California	http://vivo.school.edu/individual/1377748965	-117.0732	33.1336	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
West Jordan	Utah	http://vivo.school.edu/individual/1418499808	-112.001	40.6023	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Athens	Georgia	http://vivo.school.edu/individual/1419851875	-83.3701	33.9496	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Washington	District of Columbia	http://vivo.school.edu/individual/1432115235	-77.0171	38.9041	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Oxnard	California	http://vivo.school.edu/individual/1458414250	-119.2046	34.2023	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Corona	California	http://vivo.school.edu/individual/1502558251	-117.5639	33.8624	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
High Point	North Carolina	http://vivo.school.edu/individual/1529203483	-79.9902	35.9855	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Dayton	Ohio	http://vivo.school.edu/individual/1534940746	-84.1996	39.7774	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Seattle	Washington	http://vivo.school.edu/individual/1624419176	-122.3509	47.6205	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tempe	Arizona	http://vivo.school.edu/individual/1651872505	-111.9318	33.3884	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Bellevue	Washington	http://vivo.school.edu/individual/1658862358	-122.1565	47.5978	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
San Bernardino	California	http://vivo.school.edu/individual/1703531238	-117.2953	34.1393	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Frisco	Texas	http://vivo.school.edu/individual/171064840	-96.8193	33.151	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Hialeah	Florida	http://vivo.school.edu/individual/172390843	-80.3029	25.8699	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Alexandria	Virginia	http://vivo.school.edu/individual/1761294392	-77.082	38.8183	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Mobile	Alabama	http://vivo.school.edu/individual/1775577766	-88.1002	30.6684	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Henderson	Nevada	http://vivo.school.edu/individual/1835282518	-115.0375	36.0122	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Yonkers	New York	http://vivo.school.edu/individual/1913954549	-73.8674	40.9459	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Independence	Missouri	http://vivo.school.edu/individual/1964478700	-94.3513	39.0853	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Boulder	Colorado	http://vivo.school.edu/individual/1991521874	-105.2797	40.0175	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Davenport	Iowa	http://vivo.school.edu/individual/2140252468	-90.604	41.5541	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Newark	New Jersey	http://vivo.school.edu/individual/2224171361	-74.1726	40.7242	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Indianapolis	Indiana	http://vivo.school.edu/individual/2258084070	-86.1459	39.7767	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Joliet	Illinois	http://vivo.school.edu/individual/2361138336	-88.1584	41.5181	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Toledo	Ohio	http://vivo.school.edu/individual/2373895596	-83.5819	41.6641	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Rialto	California	http://vivo.school.edu/individual/241167267	-117.3883	34.1118	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Durham	North Carolina	http://vivo.school.edu/individual/2462439372	-78.9056	35.981	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Cincinnati	Ohio	http://vivo.school.edu/individual/2501780635	-84.5064	39.1399	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Warren	Michigan	http://vivo.school.edu/individual/2609197154	-83.025	42.4929	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
North Las Vegas	Nevada	http://vivo.school.edu/individual/2655826980	-115.0893	36.283	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Madison	Wisconsin	http://vivo.school.edu/individual/2669041271	-89.4301	43.0878	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Waco	Texas	http://vivo.school.edu/individual/2701933249	-97.186	31.5601	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Carolina	Puerto Rico	http://vivo.school.edu/individual/2760389568	-65.957	18.381	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
West Palm Beach	Florida	http://vivo.school.edu/individual/2825087831	-80.1266	26.7483	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Antioch	California	http://vivo.school.edu/individual/2836854420	-121.7976	37.9775	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Lincoln	Nebraska	http://vivo.school.edu/individual/2868665341	-96.6804	40.809	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Long Beach	California	http://vivo.school.edu/individual/2904574350	-118.1553	33.8091	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Rochester	Minnesota	http://vivo.school.edu/individual/2936129424	-92.4772	44.0154	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Waterbury	Connecticut	http://vivo.school.edu/individual/2973458699	-73.0367	41.5585	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Clearwater	Florida	http://vivo.school.edu/individual/3005705945	-82.7663	27.9795	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Miami Gardens	Florida	http://vivo.school.edu/individual/3044957346	-80.2436	25.9489	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Carrollton	Texas	http://vivo.school.edu/individual/3096552200	-96.8998	32.9884	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Santa Clara	California	http://vivo.school.edu/individual/3163697429	-121.9679	37.3646	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Bridgeport	Connecticut	http://vivo.school.edu/individual/3200099588	-73.1957	41.1874	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Thousand Oaks	California	http://vivo.school.edu/individual/3202254249	-118.8742	34.1933	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
West Valley City	Utah	http://vivo.school.edu/individual/3233536063	-112.0118	40.6885	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Ann Arbor	Michigan	http://vivo.school.edu/individual/3248325876	-83.7313	42.2756	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Charlotte	North Carolina	http://vivo.school.edu/individual/3289835508	-80.8307	35.2087	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Columbia	Missouri	http://vivo.school.edu/individual/3338883434	-92.3261	38.9479	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Spokane	Washington	http://vivo.school.edu/individual/338334941	-117.4166	47.6736	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Downey	California	http://vivo.school.edu/individual/3404850411	-118.1309	33.9382	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sunnyvale	California	http://vivo.school.edu/individual/3499934445	-122.0263	37.3858	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Ontario	California	http://vivo.school.edu/individual/3499957221	-117.6088	34.0395	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Cary	North Carolina	http://vivo.school.edu/individual/3528041944	-78.8141	35.7821	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Stamford	Connecticut	http://vivo.school.edu/individual/3528600136	-73.546	41.0799	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Port St. Lucie	Florida	http://vivo.school.edu/individual/3541762862	-80.3838	27.281	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Pittsburgh	Pennsylvania	http://vivo.school.edu/individual/3568944010	-79.9766	40.4398	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Baltimore	Maryland	http://vivo.school.edu/individual/361430505	-76.6105	39.3002	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Santa Rosa	California	http://vivo.school.edu/individual/3639784891	-122.7061	38.4468	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Wichita	Kansas	http://vivo.school.edu/individual/3663757509	-97.3427	37.6907	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Miramar	Florida	http://vivo.school.edu/individual/3672875471	-80.3358	25.977	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sterling Heights	Michigan	http://vivo.school.edu/individual/3677198307	-83.0303	42.5812	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Oakland	California	http://vivo.school.edu/individual/3712188294	-122.2256	37.7699	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tucson	Arizona	http://vivo.school.edu/individual/3764814631	-110.8711	32.1543	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
San Francisco	California	http://vivo.school.edu/individual/3854357846	-122.4193	37.7751	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Grand Prairie	Texas	http://vivo.school.edu/individual/3870066966	-97.021	32.6842	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Phoenix	Arizona	http://vivo.school.edu/individual/3872903623	-112.088	33.5722	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fargo	North Dakota	http://vivo.school.edu/individual/3873462505	-96.829	46.8652	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Oklahoma City	Oklahoma	http://vivo.school.edu/individual/387668109	-97.5137	35.4671	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Newport News	Virginia	http://vivo.school.edu/individual/3897858313	-76.5217	37.076	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Huntsville	Alabama	http://vivo.school.edu/individual/3905958668	-86.539	34.7843	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Elk Grove	California	http://vivo.school.edu/individual/3910290067	-121.3849	38.4144	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Coral Springs	Florida	http://vivo.school.edu/individual/3996845428	-80.2593	26.2708	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Victorville	California	http://vivo.school.edu/individual/4073046212	-117.3536	34.5277	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Charleston	South Carolina	http://vivo.school.edu/individual/4073507608	-79.9589	32.8179	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Inglewood	California	http://vivo.school.edu/individual/4135667386	-118.3443	33.9561	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Kent	Washington	http://vivo.school.edu/individual/4153480226	-122.2169	47.3853	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Jackson	Mississipi	http://vivo.school.edu/individual/4160294944	-90.2128	32.3158	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Odessa	Texas	http://vivo.school.edu/individual/4163402642	-102.3434	31.8804	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Peoria	Arizona	http://vivo.school.edu/individual/4164078460	-112.3111	33.7877	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
New York City	New York	http://vivo.school.edu/individual/4167443820	-73.9385	40.6643	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Glendale	Arizona	http://vivo.school.edu/individual/4177773942	-112.1899	33.5331	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
New Orleans	Louisiana	http://vivo.school.edu/individual/4186168396	-89.939	30.0686	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Gilbert	Arizona	http://vivo.school.edu/individual/4222004017	-111.7422	33.3102	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Centennial	Colorado	http://vivo.school.edu/individual/42570644	-104.8691	39.5906	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Hartford	Connecticut	http://vivo.school.edu/individual/4283168819	-72.6833	41.766	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fullerton	California	http://vivo.school.edu/individual/4296890488	-117.928	33.8857	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Knoxville	Tennessee	http://vivo.school.edu/individual/4303640831	-83.9465	35.9709	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Wichita Falls	Texas	http://vivo.school.edu/individual/4352456192	-98.5259	33.9067	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Portland	Oregon	http://vivo.school.edu/individual/4489880380	-122.65	45.537	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
El Paso	Texas	http://vivo.school.edu/individual/450575309	-106.427	31.8484	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Westminster	Colorado	http://vivo.school.edu/individual/4512225208	-105.0644	39.8822	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Norman	Oklahoma	http://vivo.school.edu/individual/4550618268	-97.3453	35.2406	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Corpus Christi	Texas	http://vivo.school.edu/individual/45862700	-97.1734	27.7543	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Chattanooga	Tennessee	http://vivo.school.edu/individual/4592547501	-85.2471	35.0665	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Cleveland	Ohio	http://vivo.school.edu/individual/4596648121	-81.6795	41.4781	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Colorado Springs	Colorado	http://vivo.school.edu/individual/4602310604	-104.7607	38.8673	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Pompano Beach	Florida	http://vivo.school.edu/individual/4649920832	-80.129	26.2426	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
South Bend	Indiana	http://vivo.school.edu/individual/4698870108	-86.269	41.6769	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Hayward	California	http://vivo.school.edu/individual/472859945	-122.1063	37.6281	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Gainesville	Florida	http://vivo.school.edu/individual/4734165530	-82.3459	29.6788	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Pembroke Pines	Florida	http://vivo.school.edu/individual/4750427675	-80.3404	26.0212	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Buffalo	New York	http://vivo.school.edu/individual/4785761433	-78.8597	42.8925	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Miami	Florida	http://vivo.school.edu/individual/4787288958	-80.2086	25.7752	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Chandler	Arizona	http://vivo.school.edu/individual/4814069853	-111.8549	33.2829	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Vallejo	California	http://vivo.school.edu/individual/4902804673	-122.2639	38.1079	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Salinas	California	http://vivo.school.edu/individual/4952079886	-121.6337	36.6902	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Baton Rouge	Louisiana	http://vivo.school.edu/individual/4966043613	-91.1259	30.4485	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Richardson	Texas	http://vivo.school.edu/individual/4984841773	-96.7081	32.9723	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Stockton	California	http://vivo.school.edu/individual/5078358566	-121.3133	37.9763	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Clarksville	Tennessee	http://vivo.school.edu/individual/508013004	-87.3452	36.5664	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Laredo	Texas	http://vivo.school.edu/individual/508049657	-99.4869	27.5477	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Scottsdale	Arizona	http://vivo.school.edu/individual/5159539011	-111.8237	33.6687	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Providence	Rhode Island	http://vivo.school.edu/individual/5232330778	-71.4188	41.8231	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
McAllen	Texas	http://vivo.school.edu/individual/5253810657	-98.2461	26.2185	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
San Jose	California	http://vivo.school.edu/individual/5272548969	-121.8193	37.2969	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Mesquite	Texas	http://vivo.school.edu/individual/5274350332	-96.5924	32.7639	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Round Rock	Texas	http://vivo.school.edu/individual/5375648494	-97.6674	30.5237	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Everett	Washington	http://vivo.school.edu/individual/5428781084	-122.1742	48.0033	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Brownsville	Texas	http://vivo.school.edu/individual/5437832045	-97.4538	26.0183	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tallahassee	Florida	http://vivo.school.edu/individual/5525784336	-84.2534	30.4551	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Nashville	Tennessee	http://vivo.school.edu/individual/5647956171	-86.785	36.1718	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Grand Rapids	Michigan	http://vivo.school.edu/individual/5680456181	-85.6556	42.9612	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Hollywood	Florida	http://vivo.school.edu/individual/5687847290	-80.1646	26.0311	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tacoma	Washington	http://vivo.school.edu/individual/5713889962	-122.4598	47.2522	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Roseville	California	http://vivo.school.edu/individual/5723846574	-121.3032	38.7657	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Irving	Texas	http://vivo.school.edu/individual/5764914094	-96.97	32.8577	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Glendale	California	http://vivo.school.edu/individual/5857135166	-118.2458	34.1814	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Thornton	Colorado	http://vivo.school.edu/individual/586904767	-104.9454	39.918	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Worcester	Massachusetts	http://vivo.school.edu/individual/5884071434	-71.8078	42.2695	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Amarillo	Texas	http://vivo.school.edu/individual/5888947905	-101.8287	35.1978	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Santa Ana	California	http://vivo.school.edu/individual/5889321596	-117.8826	33.7365	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Bayamon	Puerto Rico	http://vivo.school.edu/individual/5902255886	-66.156	18.399	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Carlsbad	California	http://vivo.school.edu/individual/5919689033	-117.2828	33.1239	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Memphis	Tennessee	http://vivo.school.edu/individual/593339900	-89.9785	35.1035	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Rochester	New York	http://vivo.school.edu/individual/5945550118	-77.6169	43.1699	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Murfreesboro	Tennessee	http://vivo.school.edu/individual/5955454492	-86.4161	35.8522	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Arlington	Texas	http://vivo.school.edu/individual/5995255670	-97.1247	32.7007	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Minneapolis	Minnesota	http://vivo.school.edu/individual/6096370558	-93.2683	44.9633	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fayetteville	North Carolina	http://vivo.school.edu/individual/6123345692	-78.9803	35.0851	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Temecula	California	http://vivo.school.edu/individual/6144923887	-117.1246	33.5019	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Montgomery	Alabama	http://vivo.school.edu/individual/6163777630	-86.2686	32.3463	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
New Haven	Connecticut	http://vivo.school.edu/individual/6255011088	-72.925	41.3108	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Broken Arrow	Oklahoma	http://vivo.school.edu/individual/626093166	-95.781	36.0365	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Savannah	Georgia	http://vivo.school.edu/individual/6266739982	-81.1536	32.0025	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Springfield	Missouri	http://vivo.school.edu/individual/6335089157	-93.2913	37.1942	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Des Moines	Iowa	http://vivo.school.edu/individual/6353042059	-93.6167	41.5739	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Springfield	Illinois	http://vivo.school.edu/individual/6371645077	-89.6708	39.7639	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Garden Grove	California	http://vivo.school.edu/individual/6404085520	-117.9605	33.7788	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Vancouver	Washington	http://vivo.school.edu/individual/6405436230	-122.5965	45.6372	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Murrieta	California	http://vivo.school.edu/individual/6427320807	-117.1907	33.5719	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Springfield	Massachusetts	http://vivo.school.edu/individual/643647618	-72.54	42.1155	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Lancaster	California	http://vivo.school.edu/individual/644947315	-118.1753	34.6936	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Greensboro	North Carolina	http://vivo.school.edu/individual/6449593919	-79.8271	36.0965	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Virginia Beach	Virginia	http://vivo.school.edu/individual/6521877824	-76.024	36.7793	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Salt Lake City	Utah	http://vivo.school.edu/individual/654527671	-111.9314	40.7785	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
North Charleston	South Carolina	http://vivo.school.edu/individual/6553781081	-80.0169	32.8853	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Salem	Oregon	http://vivo.school.edu/individual/6554894585	-123.0231	44.9237	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fremont	California	http://vivo.school.edu/individual/6618437541	-121.9411	37.4944	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Simi Valley	California	http://vivo.school.edu/individual/6657762574	-118.7485	34.2669	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Allentown	Pennsylvania	http://vivo.school.edu/individual/6682538766	-75.4782	40.594	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Killeen	Texas	http://vivo.school.edu/individual/6694491148	-97.732	31.0777	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Pueblo	Colorado	http://vivo.school.edu/individual/6714525847	-104.6124	38.2731	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Columbus	Georgia	http://vivo.school.edu/individual/6714739681	-84.8749	32.5102	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tulsa	Oklahoma	http://vivo.school.edu/individual/6738384873	-95.9023	36.1279	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Chicago	Illinois	http://vivo.school.edu/individual/6743743748	-87.6818	41.8376	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Lakewood	Colorado	http://vivo.school.edu/individual/6773350532	-105.1176	39.6989	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Overland Park	Kansas	http://vivo.school.edu/individual/6795769335	-94.6906	38.889	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
