uri	deptid	photo	type	name	title
http://vivo.ufl.edu/individual/n1000048953	60754100;60752000;60754000;60700000;60754400;60754300;60753000;60754200;60751000;60750000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Zuniga Pinto, Adrian Israel	student
http://vivo.ufl.edu/individual/n10006			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Wilson,Nola M	
http://vivo.ufl.edu/individual/n10007	30090000;30090100		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://vivo.ufl.edu/ontology/vivo-ufl/Consultant;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person	Goudarzi,Tajvar	
http://vivo.ufl.edu/individual/n1000859507		sand.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Sand,Claire Koelsch	
http://vivo.ufl.edu/individual/n1001	60352055	cantliffe.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#EmeritusFaculty;http://vivoweb.org/ontology/core#EmeritusProfessor;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Cantliffe, Daniel J	County Extension Dir. IV, Agriculture, P.L.
http://vivo.ufl.edu/individual/n1001110310	16100000;16089050;16900500;16980301;16980300;16980200;16907000;16109000;16947000;16909050;16949000;16900701;16900700;16900703;16089000;16980500;16900100;16940100;16900000;16100100;16080000;16940000;16900300;16080100;16909000;16501000;16109050;16949050		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Kaplan, Fatma	Postdoctoral Associate
http://vivo.ufl.edu/individual/n10012	24010300;24010050;24060300;24060206;24060207;24060204;24060205;24060202;24010650;24060201;24030100;24070200;24070300;24070000;24010400;24050101;24070100;24070101;24010500;24030000;24060100;24060000;24010600;24020110;24020111;24010700;24050100;24010000;24020000;24060200;24010200;24000000;24030200;24010100;24020300;24070401;24070400;24020200;24050000;24020101;24020100;24020103;24020105;24020104;24020107;24020106;24020109;24020108	Riskin.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Riskin, Leonard	Faculty
http://vivo.ufl.edu/individual/n10017	32080200;32010100;32080300;32010000;32050000;32010300;32061400;32010200;32060400;32040000;32060500;32060501;32061100;32080400;32080500;32010500;32061300;32060000;32061200;32070100;32070000;32080000;32080100;32000000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Ruspantini, William	Student
http://vivo.ufl.edu/individual/n10018	29030000;29030300;29030101;29030100;29030102		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Vanvliet, Kim	
http://vivo.ufl.edu/individual/n10019			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Xavier,Nirmala	
http://vivo.ufl.edu/individual/n10023	19090300;19090200;19090100;19090000;19099000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Singh, Rajiv K	Professor
http://vivo.ufl.edu/individual/n10025	18180901;18180900;18180903;18180902;18180905;18180904;18180907;18180906;18180909;18180908;18180200;18180100;18180000;18181000;18180914;18180915;18180912;18180913;18180910;18180911;18181100;18180600;18181200;18180700;18180500;18180400;18180300		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Lemstrom, Eric William	
http://vivo.ufl.edu/individual/n100262	29091201;29091200		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Siddiqi, Siraj U	Clinical Associate Professor
http://vivo.ufl.edu/individual/n1003075323	30290200;30290000;30290100		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Rowe, Ian Russell	Medical Resident
http://vivo.ufl.edu/individual/n10036	16100000;16089050;16900500;16980301;16980300;16980200;16907000;16109000;16947000;16909050;16949000;16900701;16900700;16900703;16089000;16980500;16900100;16940100;16900000;16100100;16080000;16940000;16900300;16080100;16909000;16501000;16109050;16949050		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://vivoweb.org/ontology/core#Postdoc;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity;http://vivoweb.org/ontology/core#NonFacultyAcademic	Chanderbali, Andre S	Postdoctoral Associate
http://vivo.ufl.edu/individual/n100372377		thea.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Edwards, Thea M	
http://vivo.ufl.edu/individual/n10040	60352061		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Rogers, Catherine J	EA II, 4-H Youth Development/FCS
http://vivo.ufl.edu/individual/n100466			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Clancy, Cornelius J;Clancy Joseph, Cornelius	
http://vivo.ufl.edu/individual/n1004920731			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://vivoweb.org/ontology/core#Postdoc;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/Consultant;http://vivoweb.org/ontology/core#NonFacultyAcademic	Hwang,Min Sig	
http://vivo.ufl.edu/individual/n100511	57830300;57810300;57840300;57810000;57900000;57860200;57840200;57810100;57820500;57820400;57990100;57850000;57830400;57850100;57840100;57830500;57840000;57810600;57810700;57830000;57820600;57810400;57840500;57990000;57820100;57810500;57860100;57840400;57810900;57820000;57810200;57860000;57820300;57820200;57870000;57830100;57870100;57800000;57830200;57870200		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivo.ufl.edu/ontology/vivo-ufl/CourtesyFaculty;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Nagy, Rebecca Martin	Director
http://vivo.ufl.edu/individual/n1005142			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Yang, Yang	
http://vivo.ufl.edu/individual/n10055	29040200;29040100;29040000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Sidi, Avner	Associate Professor
http://vivo.ufl.edu/individual/n100550	16960300;16940500;16010500;16520300;16560100;16520100;16700000;16520000;16960100;16960000;16010300;16960500;16000000;16019000;16960400;16010100;16010000;16010900;16010700;16527000;16011900;16969000	richardson.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Richardson, David E	Professor and Sr Assoc Dean
http://vivo.ufl.edu/individual/n1005816567	04030200;04030100;04030000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Pritchettjohnson, Brandi L	Clinical Assistant Professor/ASPIRE
http://vivo.ufl.edu/individual/n100612373	29051401;29051400;29051403;29051402		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Gupte, Anand	OPS Staff
http://vivo.ufl.edu/individual/n10062	16360100;16369050;16360000;16360400;16367000;16360701;16360700;16360703;16361300;16369004;16360901;16361100;16369000;16369002		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Hershfield, Selman Philip	Professor
http://vivo.ufl.edu/individual/n1006477183	32080200;32010100;32080300;32010000;32050000;32010300;32061400;32010200;32060400;32040000;32060500;32060501;32061100;32080400;32080500;32010500;32061300;32060000;32061200;32070100;32070000;32080000;32080100;32000000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity;http://vivoweb.org/ontology/core#FacultyMember	Chan, Noreen	
http://vivo.ufl.edu/individual/n1006604745			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Mccullough,Brian Jame	
http://vivo.ufl.edu/individual/n1006761460	29050408;29050406;29050407;29050404;29050405;29050403;29050400;29050401		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Mckillop, Matthew S	Assistant Professor of Medicine
http://vivo.ufl.edu/individual/n100685			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Mccoy,Susan Arnold	
http://vivo.ufl.edu/individual/n1007			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://vivo.ufl.edu/ontology/vivo-ufl/Consultant;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person	Reagan, Denise M	
http://vivo.ufl.edu/individual/n100702	29050408;29050406;29050407;29050404;29050405;29050403;29050400;29050401		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Miles, William Murrell	Professor
http://vivo.ufl.edu/individual/n1007814175	33040000;33040100		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://vivo.ufl.edu/ontology/vivo-ufl/Consultant;http://vivo.ufl.edu/ontology/vivo-ufl/CourtesyFaculty;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person	Pokorny, Steven B	
http://vivo.ufl.edu/individual/n100784	17220000;17210200;17010100;17210600;17210300;17010600;17000000;17220700;17010700;17210000;17220600;17210400;17010400;17210100;17010000;17210500;17010800		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Holland, Angela N	Director of Professional Post Graduate Progr
http://vivo.ufl.edu/individual/n10079	19020000;19020100;19020200;19029000;19020500		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivo.ufl.edu/ontology/vivo-ufl/CourtesyFaculty;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Sawyer, W Gregory	Professor
http://vivo.ufl.edu/individual/n10081			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Silverman,Joshua M	
http://vivo.ufl.edu/individual/n1008119808	30220000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Pirgousis, Phillip	Adjunct Clinical PostDoctoral Associate
http://vivo.ufl.edu/individual/n1008233149			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Willcox,Emma V	
http://vivo.ufl.edu/individual/n100843	29200200;29200700;29200300;29200400;29200000;29200500;29200100		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Yeung, Kah-Tung Daniel	Associate Professor
http://vivo.ufl.edu/individual/n10087	28059000;28052300;28050000;28051703;28056000;28050400;28050102;28052000;28050100;28050101;28052400;28051600;28051800;28050200;28051700;28052500;28051900;28050300;28052200	reep2_000.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivo.ufl.edu/ontology/vivo-ufl/CourtesyFaculty;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Reep, Roger L	Professor
http://vivo.ufl.edu/individual/n10089			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://vivoweb.org/ontology/core#Postdoc;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivoweb.org/ontology/core#NonFacultyAcademic	Woodard,Kenny R	
http://vivo.ufl.edu/individual/n1009	34010601;34020000;34020102;34010309;34020100;34020101;34010308;34010306;34010305;34010304;34010303;34010302;34010301;34010300;34010206;34010204;34010205;34010202;34010203;34010200;34010201;34000000;34010100;34010000;34010703;34010702;34010701;34010700;34010310;34010311;34010312;34010313;34010602;34010603;34010600;34010704;34010606;34010604;34010605;34010501;34010500;34010502;34010504;34010400		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Sposetti, Venita J	Associate Professor and Associate Dn
http://vivo.ufl.edu/individual/n1009035972	60851000;60852000;60850000	jameswatling.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Watling, James I	
http://vivo.ufl.edu/individual/n100911	29120500;35030200;29120800;29120100;29121000;29120400;29120000;29120700;29120300;29120600;29120200;29120900	averbuch.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Averbuch, Robert N	Psychiatry Faculty
http://vivo.ufl.edu/individual/n10092	16861000;16860300;16862200;16860700;16021100;16862300;16860000;16862000;16860800;16020000;16862100;16260500;16860900;16020100;16261300;16021500;16029000;16260900;16441100;16260300;16861700;16860100;16020900;16869050;16261100;16260000;16861500;16260100;16861400;16861600;16861300;16020300;16440300;16021300;16020500;16861900;16867000;16861800;16029050;16860400;16020700;16861200;16021700;16862400;16860500;16869000;16861100;16862500;16860600		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Macdonald, Sean	
http://vivo.ufl.edu/individual/n1009493024	19020000;19020100;19020200;19029000;19020500		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Ridgeway, Shannon C	Graduate Asst - R
http://vivo.ufl.edu/individual/n10095	32030000;32030100		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Liu, Yanxia	
http://vivo.ufl.edu/individual/n1009969118	29092300		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://vivoweb.org/ontology/core#Postdoc;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity;http://vivoweb.org/ontology/core#NonFacultyAcademic	Ling, Chen	
http://vivo.ufl.edu/individual/n101007	16861000;16260100;16862200;16260500;16021100;16862300;16860000;16862000;16860800;16020000;16862100;16860700;16860900;16020100;16021500;16029000;16260900;16441100;16860100;16861700;16260300;16020900;16869050;16261100;16260000;16861500;16860300;16861600;16861400;16261300;16861300;16020300;16440300;16021300;16020500;16861900;16867000;16020700;16029050;16860400;16861800;16861200;16021700;16862400;16860500;16869000;16861100;16862500;16860600		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Nunn, Sherrie Ann	Senior Lecturer
http://vivo.ufl.edu/individual/n1010226218	29020100;29020000;29020200		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Bizon, Jennifer Lynn	Faculty
http://vivo.ufl.edu/individual/n1010822911	28096000;28091900;28092200;28091700;28091800;28092300;28092800;28090000;28091600;28090102;28092000;28090100;28090101;28091500;28092100;28090200;28091400;28092600;28090300;28092700;28092400;28092500		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Mould, Mary E	
http://vivo.ufl.edu/individual/n10113	30080100;30080000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Shuja, Sania	Clinical Associate Professor
http://vivo.ufl.edu/individual/n1012032207			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Ding,Yingtao	
http://vivo.ufl.edu/individual/n1012192487	11900000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivo.ufl.edu/ontology/vivo-ufl/CourtesyFaculty;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Van Ert, Matt	
http://vivo.ufl.edu/individual/n10122	16060200;16067000;16069050;16069000;16060000;16062000;16060100	haywood_c_smith_jr.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Smith, Haywood C,Jr	
http://vivo.ufl.edu/individual/n1012272937	29180000;29180900;29180700;29180800;29180300;29180600;29180500;29180100		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Mcfarland, Karen	
http://vivo.ufl.edu/individual/n1013319059	29040200;29040100;29040000		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Tighe, Patrick J	
http://vivo.ufl.edu/individual/n1013359	28040200;28041500;28042300;28042100;28042400;28042000;28040101;28040100;28041900;28040000;28041700;28040102;28040300;28042200		http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Garcia-Pereira, Fernando	Assistant Professor
http://vivo.ufl.edu/individual/n10138	34080000;34080104;34080100;34080101;34080102;34080103;34080200	Foerster.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Foerster, Ulrich	Clinical Associate Professor
http://vivo.ufl.edu/individual/n1013890052			http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://www.w3.org/2002/07/owl#Thing;http://xmlns.com/foaf/0.1/Person;http://xmlns.com/foaf/0.1/Agent;http://vivoweb.org/ontology/core#FacultyMember	Bonilla, Aline Q. S.	
http://vivo.ufl.edu/individual/n1014	29180000;29180900;29180700;29180800;29180300;29180600;29180500;29180100	finney.jpg	http://vivo.ufl.edu/ontology/vivo-ufl/UFEntity;http://xmlns.com/foaf/0.1/Person;http://vivoweb.org/ontology/core#FacultyMember;http://xmlns.com/foaf/0.1/Agent;http://www.w3.org/2002/07/owl#Thing;http://vivo.ufl.edu/ontology/vivo-ufl/UFCurrentEntity	Finney, Glen Raymond	Faculty
