uri	abbreviation	url	number	name	photo
http://vivo.ufl.edu/individual/n4466591295			281	Corry	
http://vivo.ufl.edu/individual/n4472225747			217	Vet Med Metabolic Building	
http://vivo.ufl.edu/individual/n4475813164			98	O'Connell Warmup Pool Plant	
http://vivo.ufl.edu/individual/n4478154503			940	Honey Lab	
http://vivo.ufl.edu/individual/n4489189656			810	Mccarty Annex A	
http://vivo.ufl.edu/individual/n4489440713			1023	Vet Med Hay Barn	
http://vivo.ufl.edu/individual/n4489559264			473	Lacy Rabon Chilled Water Plant	
http://vivo.ufl.edu/individual/n4509373630			414	Chi Omega	
http://vivo.ufl.edu/individual/n4543196219			679	"Greenhouse, Forestry"	
http://vivo.ufl.edu/individual/n4550929263			1022	Vet Med Isolation Barn	
http://vivo.ufl.edu/individual/n4559165804			185	Bryan Fire Pump Building	
http://vivo.ufl.edu/individual/n4559776191			111	Manning J. Dauer Hall	
http://vivo.ufl.edu/individual/n4565391094			127	Presidents Residence	
http://vivo.ufl.edu/individual/n4579435322			733	"Greenhouse, Soils"	
http://vivo.ufl.edu/individual/n458704433			216	Vet Med Food Animal Clinic	
http://vivo.ufl.edu/individual/n4588671760			747	William Bartram Hall	
http://vivo.ufl.edu/individual/n4607221455			1265	Environmental Stress Lab	
http://vivo.ufl.edu/individual/n4625738954			200	"Drying Facility, Forestry"	
http://vivo.ufl.edu/individual/n4631598770			1115	Animal Nutrition Walkway	
http://vivo.ufl.edu/individual/n465059273			375	Maguire 11	
http://vivo.ufl.edu/individual/n4655257938			59	Mcknight Brain Institute	
http://vivo.ufl.edu/individual/n4659323103			31	Marshall M. Criser Hall	
http://vivo.ufl.edu/individual/n4661350381			737	Research Lab	
http://vivo.ufl.edu/individual/n4664901338			150	Wildlife Ecology	
http://vivo.ufl.edu/individual/n4682005724			163	North End Zone Cooling Tower	
http://vivo.ufl.edu/individual/n4683936365			169	Criser CIB	
http://vivo.ufl.edu/individual/n4690671413			148	Parking Garage 7 (O'Connell Center)	
http://vivo.ufl.edu/individual/n4710568283			171	Shands Medical Plaza B	
http://vivo.ufl.edu/individual/n471765524			154	Storage Bldg	
http://vivo.ufl.edu/individual/n472016331			221	VAB Auditorium	
http://vivo.ufl.edu/individual/n4767513826			1361	Greenhouse	
http://vivo.ufl.edu/individual/n4784405971			1371	Animal Care Extension Facility 1	
http://vivo.ufl.edu/individual/n4815245658			469	"Greenhouse, Hort Sciences"	
http://vivo.ufl.edu/individual/n4834081205			764	Martin H Levin Advocacy Center	
http://vivo.ufl.edu/individual/n4842859864			45	Benjamin A. Tolbert Hall	
http://vivo.ufl.edu/individual/n4847965437			802	Storage Bldg	
http://vivo.ufl.edu/individual/n4855433164			429	Telecommunications	
http://vivo.ufl.edu/individual/n4856999765			736	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n4866670591			37	S.U.S. Press	
http://vivo.ufl.edu/individual/n4871981181			946	Entomology Implement Shed	
http://vivo.ufl.edu/individual/n4873536506			372	Maguire 8	
http://vivo.ufl.edu/individual/n489106227			984	UF Substation #10	
http://vivo.ufl.edu/individual/n4909378458			1194	Attendant Booth at SOC Gated Lot	
http://vivo.ufl.edu/individual/n4915427447			229	UF Substation #5	
http://vivo.ufl.edu/individual/n4928050157			1137	Mechanical Engineering Storage	
http://vivo.ufl.edu/individual/n4934905759			847	Pesticide Information Office	
http://vivo.ufl.edu/individual/n4935917864			1090	Health Science Center Administrative Services	
http://vivo.ufl.edu/individual/n493714454			805	Mechanics Shop	
http://vivo.ufl.edu/individual/n4937688270			224	Vet Med Dog Track Control Twr	
http://vivo.ufl.edu/individual/n4946716320			1000	Lemerand Athletics Center	
http://vivo.ufl.edu/individual/n4950873468			677	"Greenhouse, Forestry"	
http://vivo.ufl.edu/individual/n4965120095			674	Guy Bostick Golf Clubhouse	
http://vivo.ufl.edu/individual/n4971061302			282	Corry	
http://vivo.ufl.edu/individual/n4978387715			289	Corry	
http://vivo.ufl.edu/individual/n4988107970			415	Kappa Delta	
http://vivo.ufl.edu/individual/n4997103887			96	Storage Bldg	
http://vivo.ufl.edu/individual/n5000098893			932	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n5001919010			211	Sanitary Lift Station L1	
http://vivo.ufl.edu/individual/n5002450553			230	UF Substation #3	
http://vivo.ufl.edu/individual/n5010278119			980	Polymer Recycling Building	
http://vivo.ufl.edu/individual/n5042553453			17	William R. Thomas Hall	
http://vivo.ufl.edu/individual/n505619329			1749	Health Center Radio Tower	
http://vivo.ufl.edu/individual/n5058572831			1070	Water Reclamation Administration Building	
http://vivo.ufl.edu/individual/n5069625296			1002	Keys Residential Complex	
http://vivo.ufl.edu/individual/n508855071			763	Acs Storage	
http://vivo.ufl.edu/individual/n5093417089			231	UF Substation #4	
http://vivo.ufl.edu/individual/n5116747369			26	John J. Tigert Hall	
http://vivo.ufl.edu/individual/n5121161107			250	Microfabritech Containment Shelt	
http://vivo.ufl.edu/individual/n5137788018			496	Dan McCarty Hall B	
http://vivo.ufl.edu/individual/n5173651371			110	Steinbrenner Band Hall	
http://vivo.ufl.edu/individual/n5175750647			376	Maguire 12	
http://vivo.ufl.edu/individual/n5183293314			234	UF Substation #1	
http://vivo.ufl.edu/individual/n5184619755			2014	"UF Shands AHC, IT Services"	
http://vivo.ufl.edu/individual/n5189908989			318	University Village	
http://vivo.ufl.edu/individual/n520532699			819	Agric Engineering Field Lab	
http://vivo.ufl.edu/individual/n5212879945			724	Alvin P. Black Hall	
http://vivo.ufl.edu/individual/n5225941562			1360	Greenhouse	
http://vivo.ufl.edu/individual/n5231559390			1032	UF Foundation Research	
http://vivo.ufl.edu/individual/n5235820169			706	University Transportation	
http://vivo.ufl.edu/individual/n5247921923			603	Animal Facility Kennel Core Bldg	
http://vivo.ufl.edu/individual/n5251646339			77	University Women's Club	
http://vivo.ufl.edu/individual/n5266149865			1071	Water Reclamation Shop/Storage	
http://vivo.ufl.edu/individual/n5275566158			594	May A. Mann Jennings Hall B	
http://vivo.ufl.edu/individual/n5284023113			1277	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n5285549747			327	University Village	
http://vivo.ufl.edu/individual/n5294529586			650	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n5295480016			738	"Greenhouse, Forestry"	
http://vivo.ufl.edu/individual/n530535148			238	Equipment Storage	
http://vivo.ufl.edu/individual/n5306141975			1225	Polyhouse #5	
http://vivo.ufl.edu/individual/n5308102709			468	"Greenhouse, Grounds"	
http://vivo.ufl.edu/individual/n5312489541			387	Maguire 23	
http://vivo.ufl.edu/individual/n5318006448			280	Corry	
http://vivo.ufl.edu/individual/n5319952922			285	Corry	
http://vivo.ufl.edu/individual/n5321996172			0287_OLD	Corry Laundry and Maint	
http://vivo.ufl.edu/individual/n5324322202			953	Storage Bldg	
http://vivo.ufl.edu/individual/n5339358232			1116	Wallace Building Walkway	
http://vivo.ufl.edu/individual/n53415			9	Leigh Hall;Townes R. Leigh Hall	
http://vivo.ufl.edu/individual/n5345147314			147	Agronomy Plant Intro Lab	
http://vivo.ufl.edu/individual/n5348887514			599	Fine Arts C	
http://vivo.ufl.edu/individual/n5351344663			730	Fiber Hut Fifield	
http://vivo.ufl.edu/individual/n5359374023			395	Maguire Pool Restroom	
http://vivo.ufl.edu/individual/n5362310371			849	"Greenhouse, Forestry"	
http://vivo.ufl.edu/individual/n5370173227			1011	Broward Dining Center	
http://vivo.ufl.edu/individual/n5371993802			1243	Metal Building	
http://vivo.ufl.edu/individual/n5373127192			466	Animal Science Physiology Barn	
http://vivo.ufl.edu/individual/n5378245226			458	Vegetable Crops Classlab/Stor	
http://vivo.ufl.edu/individual/n5380771158			938	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n5381714604			648	Field Storage	
http://vivo.ufl.edu/individual/n5383975229			575	Hume Hall East Residence	
http://vivo.ufl.edu/individual/n5413942955			1301	Greenhouse	
http://vivo.ufl.edu/individual/n5417483903			1180	Lakeside Residential Complex	
http://vivo.ufl.edu/individual/n5446970053			338	Wildlife Field Lab	
http://vivo.ufl.edu/individual/n5447562652			1172	Shands Linen Utility	
http://vivo.ufl.edu/individual/n5453374928			1170	Vet Med Storage	
http://vivo.ufl.edu/individual/n5470999019			207	Parking Garage 1 (Shands East)	
http://vivo.ufl.edu/individual/n5481462919			621	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n5481589426			655	Winston W. Little Hall	
http://vivo.ufl.edu/individual/n5482887593			1200	Plant Science Facility	
http://vivo.ufl.edu/individual/n5489147837			1160	Katie Seashole Pressly Softball Stadium	
http://vivo.ufl.edu/individual/n5495343322			19	Farrior Hall	
http://vivo.ufl.edu/individual/n5511124673			750	Robert Calder Beaty Towers A	
http://vivo.ufl.edu/individual/n5516750058			723	Chemical Engineering	
http://vivo.ufl.edu/individual/n5538833143			618	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n5548441601			559	Norman Mehrhof Hall	
http://vivo.ufl.edu/individual/n5575674583			1117	IFAS Warehouse Walkway	
http://vivo.ufl.edu/individual/n5578035427			1123	Lacrosse Locker Building	
http://vivo.ufl.edu/individual/n5579864574			1073	Water Reclamation Blow/Gen/Elect	
http://vivo.ufl.edu/individual/n5580734570			485	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n558192945			939	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n5584608189			80	Catering Service Building	
http://vivo.ufl.edu/individual/n5584928989			749	Psychology Building	
http://vivo.ufl.edu/individual/n5591147777			669	"Greenhouse,Plant Pathology"	
http://vivo.ufl.edu/individual/n5600957634			1098	Vet Med Medical Gases Storage	
http://vivo.ufl.edu/individual/n5616982477			1102	Leigh Hall Walkways	
http://vivo.ufl.edu/individual/n5623337471			125	Scott Linder Tennis Stadium	
http://vivo.ufl.edu/individual/n5624477728			491	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n56393		http://www.arts.ufl.edu/venue_details.asp?venueID=3;http://campusmap.ufl.edu/?loc=0687&zoom=17	687	H. Philip Constans Theatre;Constans Theatre	
http://vivo.ufl.edu/individual/n5640430024			610	Sanitary Lift Station L2	
http://vivo.ufl.edu/individual/n5641087504			423	Delta Chi	
http://vivo.ufl.edu/individual/n5665842365			253	University Foundation Annex	
http://vivo.ufl.edu/individual/n5665974752			586	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n5675965220			370	Maguire 6	
http://vivo.ufl.edu/individual/n5696455138			662	Storage Bldg	
http://vivo.ufl.edu/individual/n5704158227			78	Plant Disease Clinic	
http://vivo.ufl.edu/individual/n5724651918			1046	Bus Shelter at PPD Parking Lot	
http://vivo.ufl.edu/individual/n5729219871			719	Materials Engineering	
http://vivo.ufl.edu/individual/n5731178511			822	Golf Club Comfort Station	
http://vivo.ufl.edu/individual/n5739049500			769	Swine Unit Polebarn	
http://vivo.ufl.edu/individual/n5743273335			379	Maguire 15	
http://vivo.ufl.edu/individual/n5746443599			695	Generator	
http://vivo.ufl.edu/individual/n5754329873			1034	Bus Shelter Museum Road at Beaty Towers	
http://vivo.ufl.edu/individual/n5755580171			102	James W. Norman Gym	
http://vivo.ufl.edu/individual/n5759846104			1248	Soils Storage	
http://vivo.ufl.edu/individual/n5760237523			335	ACS Storage	
http://vivo.ufl.edu/individual/n5780603787			734	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n5785144617			3	Col. Edgar S. Walker Hall	
http://vivo.ufl.edu/individual/n5791333162			245	Bioremediation Lab	
http://vivo.ufl.edu/individual/n5801246145			1242	Pesticide Storage	
http://vivo.ufl.edu/individual/n5811031435			635	Racing Lab Annex	
http://vivo.ufl.edu/individual/n5814554930			844	"Environmental Education, Forestry"	
http://vivo.ufl.edu/individual/n5863492899			16	Andrew Sledd Hall	
http://vivo.ufl.edu/individual/n5868324902			20	Mary M. Reid Hall	
http://vivo.ufl.edu/individual/n5869127270			1174	EH&S fumigation storage	
http://vivo.ufl.edu/individual/n587757366			643	Nematology Field Lab	
http://vivo.ufl.edu/individual/n588116580			97	Equipment Storage	
http://vivo.ufl.edu/individual/n59240386			7	James N. Anderson Hall	
http://vivo.ufl.edu/individual/n5927964236			1247	Equipment Storage	
http://vivo.ufl.edu/individual/n5929067138			199	Warehouse	
http://vivo.ufl.edu/individual/n5944144070			400	Kappa Alpha	
http://vivo.ufl.edu/individual/n5953828348			577	Hume Hall West Residence	
http://vivo.ufl.edu/individual/n5954127357			490	"Greenhouse, Nematology"	
http://vivo.ufl.edu/individual/n5963606900			725	Mechanical and Aerospace Eng A	
http://vivo.ufl.edu/individual/n5968454272			585	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n5983957086			346	Entomology Shop	
http://vivo.ufl.edu/individual/n5986972992			271	Shands Facilities Administration	
http://vivo.ufl.edu/individual/n5992564033			896	Clinical and Translational Science Institute	
http://vivo.ufl.edu/individual/n6003036597			656	Baseball Locker Room Facility	
http://vivo.ufl.edu/individual/n6028692492			486	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n6030388564			701	Physical Plant Work Mgmt Ctr	
http://vivo.ufl.edu/individual/n6037299056			255	Gator Band Shell	
http://vivo.ufl.edu/individual/n6038238529			1300	Vet Med Chemical Storage	
http://vivo.ufl.edu/individual/n6041072795			551	Rawlings Plaza Annex	
http://vivo.ufl.edu/individual/n6052388287			177	Vet Science Parasite Lab	
http://vivo.ufl.edu/individual/n605382367			181	Joshua C. Dickinson Hall	
http://vivo.ufl.edu/individual/n6064604300			344	IFAS Laboratory (Agy)	
http://vivo.ufl.edu/individual/n6065530110			1219	"Greenhouse, Ornamental Horticulture"	
http://vivo.ufl.edu/individual/n6105788659			454	Human Development Center	
http://vivo.ufl.edu/individual/n6122681219			1356	Environmental Hort Support	
http://vivo.ufl.edu/individual/n6122992806			671	"Greenhouse, Forestry"	
http://vivo.ufl.edu/individual/n613669474			1125	Dental Sciences Walkway	
http://vivo.ufl.edu/individual/n6138339642			1220	"Greenhouse, Ornamental Horticulture"	
http://vivo.ufl.edu/individual/n6142506855			1288	"Potting Shed, Forestry"	
http://vivo.ufl.edu/individual/n6153029200			1289	Nematology Shade House	
http://vivo.ufl.edu/individual/n6158959006			851	"Field Lab, Forestry"	
http://vivo.ufl.edu/individual/n6167267399			247	Solar Engineering Laboratory	
http://vivo.ufl.edu/individual/n6168962287			955	Storage Bldg	
http://vivo.ufl.edu/individual/n6175197872			484	Straughn Extension Professional Development Center	
http://vivo.ufl.edu/individual/n6199353452			720	Mechanical and Aerospace Eng B	
http://vivo.ufl.edu/individual/n6202804851			209	Parking Garage 2 (Shands West)	
http://vivo.ufl.edu/individual/n6207597173			968	Shadehouse	
http://vivo.ufl.edu/individual/n6214620969			91	O'Connell Ctr Storage	
http://vivo.ufl.edu/individual/n6218042471			316	SW Recreational Sports Facility	
http://vivo.ufl.edu/individual/n6222138923			613	Sun Shelter	
http://vivo.ufl.edu/individual/n625025068			1126	Vetmed Basic Sciences Walkway	
http://vivo.ufl.edu/individual/n6260353404			476	Mccarty Storage	
http://vivo.ufl.edu/individual/n6263343264			227	Agricultural Engineering Shop	
http://vivo.ufl.edu/individual/n6264283479			639	Conferences and Institutes	
http://vivo.ufl.edu/individual/n6280390264			1378	Chilled Water Plant #10	
http://vivo.ufl.edu/individual/n6308562303			184	Frederick N Rhines Hall	
http://vivo.ufl.edu/individual/n6318161805			1053	Chilled Water Plant #5	
http://vivo.ufl.edu/individual/n6334851905			296	Diamond	
http://vivo.ufl.edu/individual/n6336396559			1151	Smathers Fire Pump Building	
http://vivo.ufl.edu/individual/n6337026765			467	Pump House (E&G)	
http://vivo.ufl.edu/individual/n6345738048			108	"Greenhouse, FLMNH"	
http://vivo.ufl.edu/individual/n635338412			1074	Water Reclamation Sludge Bldg	
http://vivo.ufl.edu/individual/n6360032590			295	Chilled Water Plant #4	
http://vivo.ufl.edu/individual/n6364435688			90	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n6379039162			329	University Village	
http://vivo.ufl.edu/individual/n6379576162			1359	"Entomology Shadehouse, South"	
http://vivo.ufl.edu/individual/n639095353			46	Greenhouse	
http://vivo.ufl.edu/individual/n6396047382			412	Sigma Kappa	
http://vivo.ufl.edu/individual/n6396868672			270	Physical Plant Training Trlr	
http://vivo.ufl.edu/individual/n6398720027			941	Editorial Publications Storage	
http://vivo.ufl.edu/individual/n6399370794			890	Swine Unit Pole Barn	
http://vivo.ufl.edu/individual/n645174055			981	Microbiology/Cell Science	
http://vivo.ufl.edu/individual/n6453807413			1379	Aquatic Pathobiology	
http://vivo.ufl.edu/individual/n6473736991			814	Melnyk Golf Practice Facility	
http://vivo.ufl.edu/individual/n6536636443			307	Diamond	
http://vivo.ufl.edu/individual/n6552448690			1121	Lacrosse Grand Stand	
http://vivo.ufl.edu/individual/n6565741437			1106	Law Center Walkway	
http://vivo.ufl.edu/individual/n6567263003			286	Corry	
http://vivo.ufl.edu/individual/n6605214706			1203	"Greenhouse, Ornamental Horticulture"	
http://vivo.ufl.edu/individual/n660813960			798	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n6627289916			623	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n6633269590			1107	Engineering Walkways	
http://vivo.ufl.edu/individual/n6635082551			266	Racquet Club Dining Center	
http://vivo.ufl.edu/individual/n6638444897			732	"Greenhouse, Soils"	
http://vivo.ufl.edu/individual/n6639404332			743	Swine Unit Feed Shed	
http://vivo.ufl.edu/individual/n667909578			1221	Residence / Laboratory	
http://vivo.ufl.edu/individual/n6684632880			463	"Greenhouse, Vegetable Crops"	
http://vivo.ufl.edu/individual/n669193331			72	Pugh Hall	
http://vivo.ufl.edu/individual/n670208382			1010	Keys Residential Complex	
http://vivo.ufl.edu/individual/n6719705483			305	Diamond	
http://vivo.ufl.edu/individual/n672166811			208	Parking Garage 10 (Shands E)	
http://vivo.ufl.edu/individual/n6733381215			12	Peter Rolfs Hall	
http://vivo.ufl.edu/individual/n6754243699			937	Implement Shed	
http://vivo.ufl.edu/individual/n6757747295			50	North Hall	
http://vivo.ufl.edu/individual/n6765591491			1218	"Greenhouse, Ornamental Horticulture"	
http://vivo.ufl.edu/individual/n6772353889			42	Computer Sciences/Engineering	
http://vivo.ufl.edu/individual/n6790554552			970	Entomology-Nematology	
http://vivo.ufl.edu/individual/n6828391262			349	Lepidoptera Res Ctr Greenhouse	
http://vivo.ufl.edu/individual/n6868227425			390	Maguire 26	
http://vivo.ufl.edu/individual/n6870868437			461	Aquatic Products Lab	
http://vivo.ufl.edu/individual/n6872866396			81	Counseling and Wellness Center	
http://vivo.ufl.edu/individual/n6904593271			446	William A. Shands Teaching Hospital	
http://vivo.ufl.edu/individual/n6909033667			950	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n6922534189			1283	"Greenhouse, Turfgrass"	
http://vivo.ufl.edu/individual/n6925235295			1279	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n692996405			1178	Orthopaedics and Sports Medicine	
http://vivo.ufl.edu/individual/n6935916326			1205	Laboratory Building	
http://vivo.ufl.edu/individual/n6957186900			425	Sigma Chi	
http://vivo.ufl.edu/individual/n6961018121			888	Swine Unit Pig Research Barn	
http://vivo.ufl.edu/individual/n6976292605			101	James W. Norman Hall	
http://vivo.ufl.edu/individual/n6984617154			353	Borc Pavilion	
http://vivo.ufl.edu/individual/n7004014615			279	Corry	
http://vivo.ufl.edu/individual/n7004902291			298	Diamond	
http://vivo.ufl.edu/individual/n7012164662			1269	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n7013158066			462	Shepard Broad Building	
http://vivo.ufl.edu/individual/n7033728131			546	Physical Plant Storage	
http://vivo.ufl.edu/individual/n7040238435			823	University Gardens Info Ctr	
http://vivo.ufl.edu/individual/n7042258432			645	"Greenhouse, Forestry"	
http://vivo.ufl.edu/individual/n7058928420			676	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n7064713597			951	Storage Bldg	
http://vivo.ufl.edu/individual/n7070282997			1162	Administration/Maintenance Building	
http://vivo.ufl.edu/individual/n707362141			1047	Condensate Pump House	
http://vivo.ufl.edu/individual/n7076674910			833	Pesticide Lab Annex B	
http://vivo.ufl.edu/individual/n7086790649			731	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n7116908996			347	Rec Facilities Score Keeper	
http://vivo.ufl.edu/individual/n7122967260			256	Gator Band Shell Restrooms	
http://vivo.ufl.edu/individual/n7134998945			722	Merwin J. Larsen Hall	
http://vivo.ufl.edu/individual/n7143057243			212	"Health Prof, Nursing and Pharmacy"	
http://vivo.ufl.edu/individual/n7152430036			1284	"Greenhouse, Turfgrass"	
http://vivo.ufl.edu/individual/n7160447010			1305	Greenhouse	
http://vivo.ufl.edu/individual/n7161297600			323	University Village	
http://vivo.ufl.edu/individual/n7170255582			418	Pi Beta Phi	
http://vivo.ufl.edu/individual/n7192107339			241	Solar Energy Test House 1	
http://vivo.ufl.edu/individual/n7230859381			340	IFAS Wildlife Ecology Lab	
http://vivo.ufl.edu/individual/n7247384582			2013	Shands Cancer Center	
http://vivo.ufl.edu/individual/n7254046320			1258	Pesticide Storage	
http://vivo.ufl.edu/individual/n7256214939			304	Diamond	
http://vivo.ufl.edu/individual/n7256230349			728	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n72699834			428	Zeta Beta Tau	
http://vivo.ufl.edu/individual/n7278420297			982	Baughman Support Building	
http://vivo.ufl.edu/individual/n728830685			465	Elmore Hall For Admin Services	
http://vivo.ufl.edu/individual/n730888242			193	Agronomy Cytology Laboratory	
http://vivo.ufl.edu/individual/n7322057858			1271	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n7326971932			1064	Hydropneumatic Tank	
http://vivo.ufl.edu/individual/n7331500262			124	Facilities Office	
http://vivo.ufl.edu/individual/n7334144200			160	Heritage Hall	
http://vivo.ufl.edu/individual/n733641513			374	Maguire 10	
http://vivo.ufl.edu/individual/n734174338			71	Field Support	
http://vivo.ufl.edu/individual/n7344063585			507	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n7345404243			1062	Recreation Sports Maintenance	
http://vivo.ufl.edu/individual/n7348179947			1363	Greenhouse	
http://vivo.ufl.edu/individual/n7363244399			584	Headhouse	
http://vivo.ufl.edu/individual/n7376054826			65	Heavener Hall	
http://vivo.ufl.edu/individual/n7381549728			170	Davis Cancer Pavilion	
http://vivo.ufl.edu/individual/n7381764915			41	Angela Mallory Hall	
http://vivo.ufl.edu/individual/n7386950310			333	University Village	
http://vivo.ufl.edu/individual/n7401285			852	Project/Hvac Controls	
http://vivo.ufl.edu/individual/n7430576319			326	University Village	
http://vivo.ufl.edu/individual/n7442294241			667	Plant Pathology Growth Room	
http://vivo.ufl.edu/individual/n7459882113			267	Ralph D. Turlington Hall	
http://vivo.ufl.edu/individual/n7485090744			714	Surplus / Facilities Annex	
http://vivo.ufl.edu/individual/n748565613			63	IFAS Office / Lab	
http://vivo.ufl.edu/individual/n7519168247			336	ACS Housing	
http://vivo.ufl.edu/individual/n7530046162			644	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n7541040629			364	Parking Garage 3 (Shands West)	
http://vivo.ufl.edu/individual/n7541392497			889	Swine Unit Finishing Barn	
http://vivo.ufl.edu/individual/n7550992386			765	Civil Engineering Storage	
http://vivo.ufl.edu/individual/n7554164193			1075	Water Reclamation Electrical	
http://vivo.ufl.edu/individual/n7556407948			861	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n7562336388			164	Pesticide Information	
http://vivo.ufl.edu/individual/n7584053622			201	Academic Research Building	
http://vivo.ufl.edu/individual/n758964737			342	IFAS Storage (Agy)	
http://vivo.ufl.edu/individual/n7615587942			547	Animal Science Solvent Storage	
http://vivo.ufl.edu/individual/n7620883607			87	Teaching Support	
http://vivo.ufl.edu/individual/n7631765344			23	Gen. James A. Van Fleet Hall	
http://vivo.ufl.edu/individual/n7641513495			560	Mckethan Baseball Stadium	
http://vivo.ufl.edu/individual/n7648771688			360	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n7662298249			459	Animal Sciences Building	
http://vivo.ufl.edu/individual/n7689413331			426	Tau Epsilon Phi	
http://vivo.ufl.edu/individual/n7690687215			228	Schiebler CMS	
http://vivo.ufl.edu/individual/n7697869313			1212	Pesticide Building	
http://vivo.ufl.edu/individual/n7702624366			1081	Springs Residential Complex	
http://vivo.ufl.edu/individual/n7729430258			36	University Press	
http://vivo.ufl.edu/individual/n7731184186			43	Robert Marston Science Library	
http://vivo.ufl.edu/individual/n7753826160			2	Linton E. Grinter Hall	
http://vivo.ufl.edu/individual/n7755344073			1033	UF Foundation Storage	
http://vivo.ufl.edu/individual/n7755736438			1089	Shands Heliport Hangar	
http://vivo.ufl.edu/individual/n7766331783			715	U.F. Mail and Documents Services	
http://vivo.ufl.edu/individual/n7787357082			865	Aquatic Weed Research	
http://vivo.ufl.edu/individual/n7790771470			869	Chemical Engineering Digester	
http://vivo.ufl.edu/individual/n7791222013			1043	Florida Museum Storage Shed	
http://vivo.ufl.edu/individual/n7803007253			801	Transformer Yard #2	
http://vivo.ufl.edu/individual/n781006239			1060	Florida Power Substation #2	
http://vivo.ufl.edu/individual/n7810673391			1016	Vet Med Reproduction Barn	
http://vivo.ufl.edu/individual/n7816534616			848	Nuclear Waste Storage	
http://vivo.ufl.edu/individual/n7816878225			867	Animal Science Security Residence	
http://vivo.ufl.edu/individual/n7826332099			1103	Smathers Walkway	
http://vivo.ufl.edu/individual/n7850462082			381	Maguire 17	
http://vivo.ufl.edu/individual/n7854769954			684	Health Center Surge #4	
http://vivo.ufl.edu/individual/n7869504455			829	Field Storage	
http://vivo.ufl.edu/individual/n7876227752			836	EH&S Storage	
http://vivo.ufl.edu/individual/n7877941186			1057	U.F. Substation #13	
http://vivo.ufl.edu/individual/n789145198			1076	Fiber Hut Aero	
http://vivo.ufl.edu/individual/n7909691644			1181	Lakeside Residential Complex	
http://vivo.ufl.edu/individual/n7911037492			350	Bio-Control Laboratory	
http://vivo.ufl.edu/individual/n7914811273			1083	Springs Residential Complex	
http://vivo.ufl.edu/individual/n7922272057			1009	Keys Residential Complex	
http://vivo.ufl.edu/individual/n7946676051			114	Lab of Southeastern Archeology	
http://vivo.ufl.edu/individual/n7953407107			355	Murphree Hall Area Commons	
http://vivo.ufl.edu/individual/n7954254062			929	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n796011869			386	Maguire 22	
http://vivo.ufl.edu/individual/n7972605476			612	Bike Shelter (N/S Dr/Commuter)	
http://vivo.ufl.edu/individual/n7981865761			343	Wildlife Field Lab	
http://vivo.ufl.edu/individual/n799529409			1272	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n8001349495			858	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n8010826582			741	"Storage Shed, Forestry"	
http://vivo.ufl.edu/individual/n8019262379			700	Physical Plant Offices	
http://vivo.ufl.edu/individual/n8020998605			1274	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n8043981518			53	Rudolf Weaver Hall	
http://vivo.ufl.edu/individual/n8044313043			641	ACS Housing	
http://vivo.ufl.edu/individual/n8065867696			322	University Village	
http://vivo.ufl.edu/individual/n8069584393			717	Willard M. Fifield Hall	
http://vivo.ufl.edu/individual/n8088197482			1202	"Greenhouse, Ornamental Horticulture"	
http://vivo.ufl.edu/individual/n8096261561			634	Nuclear Sciences	
http://vivo.ufl.edu/individual/n809992187			13	Wilmon E. Newell Hall	
http://vivo.ufl.edu/individual/n8112523033			409	Alpha Delta Pi	
