short	vivo
M.Mus. Master of Music	http://vivoweb.org/ontology/degree/academicDegree88
M.N. Master of Nursing	http://vivoweb.org/ontology/degree/academicDegree89
M.P.A.S. Master in Physician Assistant Studies	http://vivoweb.org/ontology/degree/academicDegree147
M.P.H. Master of Public Health	http://vivoweb.org/ontology/degree/academicDegree113
M.Phil. Master of Philosophy 	http://vivoweb.org/ontology/degree/academicDegree111
M.R.E. Master of Religious Education	http://vivoweb.org/ontology/degree/academicDegree90
M.S. Master of Science	http://vivoweb.org/ontology/degree/academicDegree91
M.S.E. Master of Science in Engineering	http://vivoweb.org/ontology/degree/academicDegree134
M.S.P.H. Master of Science in Public Health	http://vivoweb.org/ontology/degree/academicDegree114
M.S.W. Master of Social Work	http://vivoweb.org/ontology/degree/academicDegree92
M.Sc. Master of Science	http://vivoweb.org/ontology/degree/academicDegree117
M.Th. Master of Theology	http://vivoweb.org/ontology/degree/academicDegree93
M.V.Sc. Master of Veterinary Science	http://vivoweb.org/ontology/degree/academicDegree129
Nuc.E. Nuclear Engineer	http://vivoweb.org/ontology/degree/academicDegree94
O.D. Doctor of Optometry	http://vivoweb.org/ontology/degree/academicDegree95
Ph.B. Bachelor of Philosophy	http://vivoweb.org/ontology/degree/academicDegree97
Ph.D. Doctor of Philosophy	http://vivoweb.org/ontology/degree/academicDegree98
Pharm.B. Bachelor of Pharmacy	http://vivoweb.org/ontology/degree/academicDegree142
Pharm.D. Doctor of Pharmacy	http://vivoweb.org/ontology/degree/academicDegree96
Pharm.M. Master of Pharmacy	http://vivoweb.org/ontology/degree/academicDegree143
Psy.D. Doctor of Psychology	http://vivoweb.org/ontology/degree/academicDegree119
S.B. Bachelor of Science	http://vivoweb.org/ontology/degree/academicDegree99
S.J.D. Doctor of Juridical Science	http://vivoweb.org/ontology/degree/academicDegree101
S.J.D. Doctor of the Science of Law	http://vivoweb.org/ontology/degree/academicDegree102
S.Sc.D. Doctor of Social Science	http://vivoweb.org/ontology/degree/academicDegree103
S.T.B. Bachelor of Sacred Theology	http://vivoweb.org/ontology/degree/academicDegree104
S.T.D. Doctor of Sacred Theology	http://vivoweb.org/ontology/degree/academicDegree105
S.T.M. Master of Sacred Theology	http://vivoweb.org/ontology/degree/academicDegree106
Sc.B. Bachelor of Science	http://vivoweb.org/ontology/degree/academicDegree121
Sc.D. Doctor of Science	http://vivoweb.org/ontology/degree/academicDegree100
Sc.M. Master of Science	http://vivoweb.org/ontology/degree/academicDegree123
Th.B. Bachelor of Theology	http://vivoweb.org/ontology/degree/academicDegree107
Th.D. Doctor of Theology	http://vivoweb.org/ontology/degree/academicDegree108
Th.M. Master of Theology	http://vivoweb.org/ontology/degree/academicDegree109
V.M.D. Veterinariae Medicinae Doctoris	http://vivoweb.org/ontology/degree/academicDegree144
